ilosc 	 alpha 	 beta 	 pj_max 	 inst 	 time 	 wynik 	 regeneracja
 10 	 0.8 	 0.05 	 10 	 	 28	0	646.832	13
 10 	 0.8 	 0.05 	 10 	 	 29	0	625.421	18
 10 	 0.8 	 0.05 	 10 	 	 30	0.094	1816.02	55
 10 	 0.8 	 0.05 	 10 	 	 31	0.015	555.341	3
 10 	 0.8 	 0.05 	 10 	 	 32	0.047	891.935	26
 10 	 0.8 	 0.05 	 10 	 	 33	0.031	905.92	25
 10 	 0.8 	 0.05 	 10 	 	 34	0.031	1164.1	23
 10 	 0.8 	 0.05 	 10 	 	 35	0	519.008	13
 10 	 0.8 	 0.05 	 10 	 	 36	0.032	518.268	14
 10 	 0.8 	 0.05 	 10 	 	 37	0.047	946.042	9
 10 	 0.8 	 0.05 	 10 	 	 38	0.015	743.174	19
 10 	 0.8 	 0.05 	 10 	 	 39	0.016	780.153	10
 10 	 0.8 	 0.05 	 10 	 	 40	0	505.012	5
 10 	 0.8 	 0.05 	 10 	 	 41	0.047	1215.07	16
 10 	 0.8 	 0.05 	 10 	 	 42	0.047	1319.1	27
 10 	 0.8 	 0.05 	 10 	 	 43	0	786.901	16
 10 	 0.8 	 0.05 	 10 	 	 44	0.016	1019.65	13
 10 	 0.8 	 0.05 	 10 	 	 45	0	501.527	16
 10 	 0.8 	 0.05 	 10 	 	 46	0.032	841.776	39
 10 	 0.8 	 0.05 	 10 	 	 47	0.015	477.15	6
 10 	 0.8 	 0.05 	 10 	 	 48	0.016	895.268	10
 10 	 0.8 	 0.05 	 10 	 	 49	0.016	550.242	24
wart srednie: 1.80132	43913	1017	

-----------------------
 10 	 0.8 	 0.05 	 20 	 	 0	0.109	1423.92	9
 10 	 0.8 	 0.05 	 20 	 	 1	0.094	1293.46	37
 10 	 0.8 	 0.05 	 20 	 	 2	0.093	1909.83	30
 10 	 0.8 	 0.05 	 20 	 	 3	0.063	1110.99	29
 10 	 0.8 	 0.05 	 20 	 	 4	0.297	1995.58	65
 10 	 0.8 	 0.05 	 20 	 	 5	0.14	1526.96	35
 10 	 0.8 	 0.05 	 20 	 	 6	0.204	1459.35	1
 10 	 0.8 	 0.05 	 20 	 	 7	0.265	1627.31	24
 10 	 0.8 	 0.05 	 20 	 	 8	0.188	1465.82	67
 10 	 0.8 	 0.05 	 20 	 	 9	0.156	1304.69	5
 10 	 0.8 	 0.05 	 20 	 	 10	0.234	2008.76	69
 10 	 0.8 	 0.05 	 20 	 	 11	0.157	1742.2	38
 10 	 0.8 	 0.05 	 20 	 	 12	0.5	2268.67	30
 10 	 0.8 	 0.05 	 20 	 	 13	0.453	2576.4	20
 10 	 0.8 	 0.05 	 20 	 	 14	0.219	1679	24
 10 	 0.8 	 0.05 	 20 	 	 15	0.125	1450.79	47
 10 	 0.8 	 0.05 	 20 	 	 16	0.391	2939.98	61
 10 	 0.8 	 0.05 	 20 	 	 17	0.125	1931.13	10
 10 	 0.8 	 0.05 	 20 	 	 18	0.11	1381.93	7
 10 	 0.8 	 0.05 	 20 	 	 19	0.359	2737.35	51
 10 	 0.8 	 0.05 	 20 	 	 20	0.125	1410.35	33
 10 	 0.8 	 0.05 	 20 	 	 21	0.469	3738.01	66
 10 	 0.8 	 0.05 	 20 	 	 22	0.672	1808.8	51
 10 	 0.8 	 0.05 	 20 	 	 23	0.234	1231.83	58
 10 	 0.8 	 0.05 	 20 	 	 24	0.031	731.63	34
 10 	 0.8 	 0.05 	 20 	 	 25	0.047	815.667	53
 10 	 0.8 	 0.05 	 20 	 	 26	0.25	1697.78	24
 10 	 0.8 	 0.05 	 20 	 	 27	0.063	641.014	11
 10 	 0.8 	 0.05 	 20 	 	 28	0.046	1009.91	30
 10 	 0.8 	 0.05 	 20 	 	 29	0.047	1392.36	12
 10 	 0.8 	 0.05 	 20 	 	 30	0.297	2347.48	46
 10 	 0.8 	 0.05 	 20 	 	 31	0.344	2086.79	8
 10 	 0.8 	 0.05 	 20 	 	 32	0.015	1060.99	6
 10 	 0.8 	 0.05 	 20 	 	 33	0.172	1749.26	14
 10 	 0.8 	 0.05 	 20 	 	 34	0.141	1446.71	32
 10 	 0.8 	 0.05 	 20 	 	 35	0.109	1050.71	60
 10 	 0.8 	 0.05 	 20 	 	 36	0.391	1086.45	34
 10 	 0.8 	 0.05 	 20 	 	 37	0.234	2674.22	5
 10 	 0.8 	 0.05 	 20 	 	 38	0.109	2002.73	36
 10 	 0.8 	 0.05 	 20 	 	 39	0.344	1798	73
 10 	 0.8 	 0.05 	 20 	 	 40	0.25	1960.86	76
 10 	 0.8 	 0.05 	 20 	 	 41	0.141	1742.27	26
 10 	 0.8 	 0.05 	 20 	 	 42	0.375	1677.53	76
 10 	 0.8 	 0.05 	 20 	 	 43	0.172	1539.08	75
 10 	 0.8 	 0.05 	 20 	 	 44	0.266	2085.67	51
 10 	 0.8 	 0.05 	 20 	 	 45	0.297	2620.21	62
 10 	 0.8 	 0.05 	 20 	 	 46	0.282	3012.69	24
 10 	 0.8 	 0.05 	 20 	 	 47	0.078	1560.04	38
 10 	 0.8 	 0.05 	 20 	 	 48	0.172	1735.38	41
 10 	 0.8 	 0.05 	 20 	 	 49	0.171	1547.69	61
wart srednie: 10.8385	88809	1912	

-----------------------
 10 	 0.8 	 0.05 	 30 	 	 0	1.313	3602.16	86
 10 	 0.8 	 0.05 	 30 	 	 1	1.344	2867.81	121
 10 	 0.8 	 0.05 	 30 	 	 2	1.672	3603.87	71
 10 	 0.8 	 0.05 	 30 	 	 3	1.765	3750.65	117
 10 	 0.8 	 0.05 	 30 	 	 4	0.875	2150.48	64
 10 	 0.8 	 0.05 	 30 	 	 5	1.563	3770.43	46
 10 	 0.8 	 0.05 	 30 	 	 6	1.562	2792.57	133
 10 	 0.8 	 0.05 	 30 	 	 7	1.219	3222.82	107
 10 	 0.8 	 0.05 	 30 	 	 8	1.719	3005.09	50
 10 	 0.8 	 0.05 	 30 	 	 9	0.89	2057.18	49
 10 	 0.8 	 0.05 	 30 	 	 10	1.078	1348.59	51
 10 	 0.8 	 0.05 	 30 	 	 11	1.375	2062.18	49
 10 	 0.8 	 0.05 	 30 	 	 12	1.5	2994.21	31
 10 	 0.8 	 0.05 	 30 	 	 13	0.453	2560.56	51
 10 	 0.8 	 0.05 	 30 	 	 14	1.172	2743.25	120
 10 	 0.8 	 0.05 	 30 	 	 15	1.609	3244.53	61
 10 	 0.8 	 0.05 	 30 	 	 16	1.094	2458.73	109
 10 	 0.8 	 0.05 	 30 	 	 17	0.484	1252.05	7
 10 	 0.8 	 0.05 	 30 	 	 18	1.156	2142.26	101
 10 	 0.8 	 0.05 	 30 	 	 19	1.422	2938.05	79
 10 	 0.8 	 0.05 	 30 	 	 20	0.844	3108.59	53
 10 	 0.8 	 0.05 	 30 	 	 21	0.359	1481.51	52
 10 	 0.8 	 0.05 	 30 	 	 22	0.5	1642.63	39
 10 	 0.8 	 0.05 	 30 	 	 23	0.469	1509.42	36
 10 	 0.8 	 0.05 	 30 	 	 24	1.094	3223.06	50
 10 	 0.8 	 0.05 	 30 	 	 25	1.469	3208.15	119
 10 	 0.8 	 0.05 	 30 	 	 26	2.218	3304.48	127
 10 	 0.8 	 0.05 	 30 	 	 27	0.938	2539.79	99
 10 	 0.8 	 0.05 	 30 	 	 28	1.25	2456.54	51
 10 	 0.8 	 0.05 	 30 	 	 29	1.359	2745.95	98
 10 	 0.8 	 0.05 	 30 	 	 30	0.531	2126.14	71
 10 	 0.8 	 0.05 	 30 	 	 31	1.375	3823.36	31
 10 	 0.8 	 0.05 	 30 	 	 32	1.204	2718.32	64
 10 	 0.8 	 0.05 	 30 	 	 33	1.578	3838.12	117
 10 	 0.8 	 0.05 	 30 	 	 34	0.422	1487.97	44
 10 	 0.8 	 0.05 	 30 	 	 35	2.859	3766.45	122
 10 	 0.8 	 0.05 	 30 	 	 36	1.922	2892.99	51
 10 	 0.8 	 0.05 	 30 	 	 37	1.375	1462.81	77
 10 	 0.8 	 0.05 	 30 	 	 38	0.203	1991.4	13
 10 	 0.8 	 0.05 	 30 	 	 39	1.812	3450.64	50
 10 	 0.8 	 0.05 	 30 	 	 40	0.125	1367.65	36
 10 	 0.8 	 0.05 	 30 	 	 41	0.954	1603.88	10
 10 	 0.8 	 0.05 	 30 	 	 42	0.906	2426.9	36
 10 	 0.8 	 0.05 	 30 	 	 43	0.453	1558.24	60
 10 	 0.8 	 0.05 	 30 	 	 44	2.625	5011.73	88
 10 	 0.8 	 0.05 	 30 	 	 45	1.625	2411.42	24
 10 	 0.8 	 0.05 	 30 	 	 46	0.266	825.307	18
 10 	 0.8 	 0.05 	 30 	 	 47	0.875	3358.41	39
 10 	 0.8 	 0.05 	 30 	 	 48	1.734	2139.04	105
 10 	 0.8 	 0.05 	 30 	 	 49	1.984	1995.75	55
wart srednie: 61.8049	132620	3404	

-----------------------

-----------------------
 10 	 0.8 	 0.1 	 10 	 	 0	0.016	881.338	23
 10 	 0.8 	 0.1 	 10 	 	 1	0.015	576.914	19
 10 	 0.8 	 0.1 	 10 	 	 2	0.016	1258.61	17
 10 	 0.8 	 0.1 	 10 	 	 3	0.015	471.072	20
 10 	 0.8 	 0.1 	 10 	 	 4	0.016	459.237	11
 10 	 0.8 	 0.1 	 10 	 	 5	0.047	1239.29	23
 10 	 0.8 	 0.1 	 10 	 	 6	0.031	1154.8	29
 10 	 0.8 	 0.1 	 10 	 	 7	0.015	651.445	8
 10 	 0.8 	 0.1 	 10 	 	 8	0.032	628.061	24
 10 	 0.8 	 0.1 	 10 	 	 9	0	452.38	18
 10 	 0.8 	 0.1 	 10 	 	 10	0.031	1030	9
 10 	 0.8 	 0.1 	 10 	 	 11	0.031	1067.72	18
 10 	 0.8 	 0.1 	 10 	 	 12	0.016	755.548	29
 10 	 0.8 	 0.1 	 10 	 	 13	0.015	935.505	23
 10 	 0.8 	 0.1 	 10 	 	 14	0	824.606	17
 10 	 0.8 	 0.1 	 10 	 	 15	0.078	1316.86	34
 10 	 0.8 	 0.1 	 10 	 	 16	0.031	887.238	4
 10 	 0.8 	 0.1 	 10 	 	 17	0.016	725.46	18
 10 	 0.8 	 0.1 	 10 	 	 18	0	729.041	16
 10 	 0.8 	 0.1 	 10 	 	 19	0.015	1025.43	10
 10 	 0.8 	 0.1 	 10 	 	 20	0.016	871.574	19
 10 	 0.8 	 0.1 	 10 	 	 21	0.016	611.33	7
 10 	 0.8 	 0.1 	 10 	 	 22	0.015	1112.98	32
 10 	 0.8 	 0.1 	 10 	 	 23	0	302.579	5
 10 	 0.8 	 0.1 	 10 	 	 24	0	895.277	10
 10 	 0.8 	 0.1 	 10 	 	 25	0.031	1185.55	36
 10 	 0.8 	 0.1 	 10 	 	 26	0.031	1345.03	36
 10 	 0.8 	 0.1 	 10 	 	 27	0.015	903.313	34
 10 	 0.8 	 0.1 	 10 	 	 28	0.016	687.435	8
 10 	 0.8 	 0.1 	 10 	 	 29	0.047	1101.58	36
 10 	 0.8 	 0.1 	 10 	 	 30	0.015	743.99	28
 10 	 0.8 	 0.1 	 10 	 	 31	0.032	564.638	9
 10 	 0.8 	 0.1 	 10 	 	 32	0.015	780.732	29
 10 	 0.8 	 0.1 	 10 	 	 33	0	730.776	8
 10 	 0.8 	 0.1 	 10 	 	 34	0.015	480.882	19
 10 	 0.8 	 0.1 	 10 	 	 35	0.016	1213.37	21
 10 	 0.8 	 0.1 	 10 	 	 36	0.016	568.772	13
 10 	 0.8 	 0.1 	 10 	 	 37	0.015	563.204	17
 10 	 0.8 	 0.1 	 10 	 	 38	0.016	731.844	9
 10 	 0.8 	 0.1 	 10 	 	 39	0.016	769.781	14
 10 	 0.8 	 0.1 	 10 	 	 40	0.046	1606.51	34
 10 	 0.8 	 0.1 	 10 	 	 41	0.016	795.806	6
 10 	 0.8 	 0.1 	 10 	 	 42	0.015	942.275	38
 10 	 0.8 	 0.1 	 10 	 	 43	0.016	1404.57	36
 10 	 0.8 	 0.1 	 10 	 	 44	0.016	854.683	20
 10 	 0.8 	 0.1 	 10 	 	 45	0	517.29	7
 10 	 0.8 	 0.1 	 10 	 	 46	0.032	947.557	35
 10 	 0.8 	 0.1 	 10 	 	 47	0.063	935.554	1
 10 	 0.8 	 0.1 	 10 	 	 48	0	561.611	12
 10 	 0.8 	 0.1 	 10 	 	 49	0	254.343	12
wart srednie: 1.00266	42869	980	

-----------------------
 10 	 0.8 	 0.1 	 20 	 	 0	0.344	1518.48	50
 10 	 0.8 	 0.1 	 20 	 	 1	0.485	2222.97	49
 10 	 0.8 	 0.1 	 20 	 	 2	0.343	2232.15	23
 10 	 0.8 	 0.1 	 20 	 	 3	0.125	965.741	8
 10 	 0.8 	 0.1 	 20 	 	 4	0.078	1600.81	16
 10 	 0.8 	 0.1 	 20 	 	 5	0.422	2038.85	36
 10 	 0.8 	 0.1 	 20 	 	 6	0.157	1482.59	51
 10 	 0.8 	 0.1 	 20 	 	 7	0.171	1266.05	38
 10 	 0.8 	 0.1 	 20 	 	 8	0.657	2519.65	75
 10 	 0.8 	 0.1 	 20 	 	 9	0.406	1576.4	27
 10 	 0.8 	 0.1 	 20 	 	 10	0.109	1498.69	31
 10 	 0.8 	 0.1 	 20 	 	 11	0.282	2342.4	23
 10 	 0.8 	 0.1 	 20 	 	 12	0.203	2008.21	49
 10 	 0.8 	 0.1 	 20 	 	 13	0.406	1717.85	38
 10 	 0.8 	 0.1 	 20 	 	 14	0.047	1381.1	30
 10 	 0.8 	 0.1 	 20 	 	 15	0.156	1914.77	27
 10 	 0.8 	 0.1 	 20 	 	 16	0.282	1511.12	59
 10 	 0.8 	 0.1 	 20 	 	 17	0.609	2246.31	83
 10 	 0.8 	 0.1 	 20 	 	 18	0.844	2457.2	74
 10 	 0.8 	 0.1 	 20 	 	 19	0.453	2574.69	68
 10 	 0.8 	 0.1 	 20 	 	 20	0.515	1728.42	51
 10 	 0.8 	 0.1 	 20 	 	 21	0.172	1260.72	22
 10 	 0.8 	 0.1 	 20 	 	 22	0.547	1887.07	27
 10 	 0.8 	 0.1 	 20 	 	 23	0.281	1678.95	49
 10 	 0.8 	 0.1 	 20 	 	 24	0.688	2739.52	63
 10 	 0.8 	 0.1 	 20 	 	 25	0.281	1523.77	39
 10 	 0.8 	 0.1 	 20 	 	 26	0.657	2756.22	72
 10 	 0.8 	 0.1 	 20 	 	 27	0.407	1483.81	52
 10 	 0.8 	 0.1 	 20 	 	 28	0.187	1809.64	15
 10 	 0.8 	 0.1 	 20 	 	 29	0.734	2528.39	66
 10 	 0.8 	 0.1 	 20 	 	 30	0.219	1546.07	57
 10 	 0.8 	 0.1 	 20 	 	 31	0.047	985.137	17
 10 	 0.8 	 0.1 	 20 	 	 32	0.312	1711.33	40
 10 	 0.8 	 0.1 	 20 	 	 33	0.36	1422.63	44
 10 	 0.8 	 0.1 	 20 	 	 34	0.296	1273.79	62
 10 	 0.8 	 0.1 	 20 	 	 35	0.375	2435.02	29
 10 	 0.8 	 0.1 	 20 	 	 36	0.063	1266.25	42
 10 	 0.8 	 0.1 	 20 	 	 37	0.125	1021.88	28
 10 	 0.8 	 0.1 	 20 	 	 38	0.093	1115.03	16
 10 	 0.8 	 0.1 	 20 	 	 39	0.36	1849.42	35
 10 	 0.8 	 0.1 	 20 	 	 40	0.016	483.364	5
 10 	 0.8 	 0.1 	 20 	 	 41	0.453	2161.22	78
 10 	 0.8 	 0.1 	 20 	 	 42	0.062	1008.72	33
 10 	 0.8 	 0.1 	 20 	 	 43	0.219	895.279	23
 10 	 0.8 	 0.1 	 20 	 	 44	0.141	922.689	55
 10 	 0.8 	 0.1 	 20 	 	 45	0.125	1420.25	22
 10 	 0.8 	 0.1 	 20 	 	 46	0.531	2970.96	58
 10 	 0.8 	 0.1 	 20 	 	 47	0.079	654.836	17
 10 	 0.8 	 0.1 	 20 	 	 48	0.343	2428.71	51
 10 	 0.8 	 0.1 	 20 	 	 49	0.438	2449.45	70
wart srednie: 16.0191	88199	2134	

-----------------------
 10 	 0.8 	 0.1 	 30 	 	 0	1.516	3730.09	81
 10 	 0.8 	 0.1 	 30 	 	 1	2.016	3032.93	82
 10 	 0.8 	 0.1 	 30 	 	 2	1.343	1789.71	34
 10 	 0.8 	 0.1 	 30 	 	 3	1.344	3669.46	101
 10 	 0.8 	 0.1 	 30 	 	 4	1.515	4749.57	126
 10 	 0.8 	 0.1 	 30 	 	 5	0.578	4071.18	69
 10 	 0.8 	 0.1 	 30 	 	 6	0.422	2680.61	74
 10 	 0.8 	 0.1 	 30 	 	 7	1.297	2887.25	57
 10 	 0.8 	 0.1 	 30 	 	 8	1.578	3064.33	100
 10 	 0.8 	 0.1 	 30 	 	 9	0.969	2312.6	55
 10 	 0.8 	 0.1 	 30 	 	 10	0.359	2198.69	35
 10 	 0.8 	 0.1 	 30 	 	 11	1.328	5348.88	104
 10 	 0.8 	 0.1 	 30 	 	 12	1.125	2996.4	95
 10 	 0.8 	 0.1 	 30 	 	 13	0.453	1392.68	39
 10 	 0.8 	 0.1 	 30 	 	 14	0.907	2629.05	100
 10 	 0.8 	 0.1 	 30 	 	 15	0.25	2102.41	41
 10 	 0.8 	 0.1 	 30 	 	 16	1.078	2402.43	39
 10 	 0.8 	 0.1 	 30 	 	 17	0.109	2005.67	42
 10 	 0.8 	 0.1 	 30 	 	 18	1.172	2563.93	91
 10 	 0.8 	 0.1 	 30 	 	 19	1.016	2798.79	16
 10 	 0.8 	 0.1 	 30 	 	 20	0.922	3015.26	87
 10 	 0.8 	 0.1 	 30 	 	 21	0.843	2178.54	81
 10 	 0.8 	 0.1 	 30 	 	 22	0.907	2206.57	56
 10 	 0.8 	 0.1 	 30 	 	 23	0.531	2903.51	87
 10 	 0.8 	 0.1 	 30 	 	 24	0.375	1969.44	70
 10 	 0.8 	 0.1 	 30 	 	 25	0.047	1343.64	16
 10 	 0.8 	 0.1 	 30 	 	 26	0.391	2500.37	34
 10 	 0.8 	 0.1 	 30 	 	 27	1.062	3658.35	42
 10 	 0.8 	 0.1 	 30 	 	 28	0.984	2766.44	30
 10 	 0.8 	 0.1 	 30 	 	 29	0.313	2005.2	48
 10 	 0.8 	 0.1 	 30 	 	 30	1.25	3731.73	119
 10 	 0.8 	 0.1 	 30 	 	 31	1.015	3415.22	94
 10 	 0.8 	 0.1 	 30 	 	 32	0.515	4198.21	80
 10 	 0.8 	 0.1 	 30 	 	 33	1.906	3718.16	123
 10 	 0.8 	 0.1 	 30 	 	 34	1.125	2541.1	75
 10 	 0.8 	 0.1 	 30 	 	 35	1.125	2849.44	104
 10 	 0.8 	 0.1 	 30 	 	 36	1.078	2342.92	113
 10 	 0.8 	 0.1 	 30 	 	 37	0.813	2695.57	72
 10 	 0.8 	 0.1 	 30 	 	 38	1.281	3616.96	80
 10 	 0.8 	 0.1 	 30 	 	 39	0.187	2377.2	65
 10 	 0.8 	 0.1 	 30 	 	 40	1.11	3316.17	24
 10 	 0.8 	 0.1 	 30 	 	 41	0.437	2328.53	88
 10 	 0.8 	 0.1 	 30 	 	 42	0.828	3260.68	45
 10 	 0.8 	 0.1 	 30 	 	 43	1.75	2887.78	104
 10 	 0.8 	 0.1 	 30 	 	 44	1.25	2294.48	49
 10 	 0.8 	 0.1 	 30 	 	 45	0.5	3027.68	76
 10 	 0.8 	 0.1 	 30 	 	 46	0.438	1687.92	61
 10 	 0.8 	 0.1 	 30 	 	 47	0.422	1001.87	21
 10 	 0.8 	 0.1 	 30 	 	 48	0.235	1587.9	27
 10 	 0.8 	 0.1 	 30 	 	 49	0.797	2239.16	73
wart srednie: 45.7082	140828	3493	

-----------------------

-----------------------

-----------------------

-----------------------
 20 	 0.2 	 0.02 	 10 	 	 0	0.016	3518.61	18
 20 	 0.2 	 0.02 	 10 	 	 1	0.015	3736.79	17
 20 	 0.2 	 0.02 	 10 	 	 2	0.016	6096.35	19
 20 	 0.2 	 0.02 	 10 	 	 3	0.016	2746.02	16
 20 	 0.2 	 0.02 	 10 	 	 4	0.015	3406.23	19
 20 	 0.2 	 0.02 	 10 	 	 5	0	3352.82	14
 20 	 0.2 	 0.02 	 10 	 	 6	0.016	3745.63	19
 20 	 0.2 	 0.02 	 10 	 	 7	0	1918.82	12
 20 	 0.2 	 0.02 	 10 	 	 8	0	3048.8	15
 20 	 0.2 	 0.02 	 10 	 	 9	0	2274.79	14
 20 	 0.2 	 0.02 	 10 	 	 10	0	3758.54	17
 20 	 0.2 	 0.02 	 10 	 	 11	0	3098.49	3
 20 	 0.2 	 0.02 	 10 	 	 12	0.015	3575.89	17
 20 	 0.2 	 0.02 	 10 	 	 13	0.016	2828.96	2
 20 	 0.2 	 0.02 	 10 	 	 14	0	4511.03	17
 20 	 0.2 	 0.02 	 10 	 	 15	0	4561.89	17
 20 	 0.2 	 0.02 	 10 	 	 16	0.031	3464.91	22
 20 	 0.2 	 0.02 	 10 	 	 17	0.031	4501.15	22
 20 	 0.2 	 0.02 	 10 	 	 18	0.031	4188.39	19
 20 	 0.2 	 0.02 	 10 	 	 19	0.016	4686.92	22
 20 	 0.2 	 0.02 	 10 	 	 20	0.016	3882.68	8
 20 	 0.2 	 0.02 	 10 	 	 21	0.031	4817.39	20
 20 	 0.2 	 0.02 	 10 	 	 22	0.016	4203.12	18
 20 	 0.2 	 0.02 	 10 	 	 23	0.031	5095.85	19
 20 	 0.2 	 0.02 	 10 	 	 24	0	2051.28	12
 20 	 0.2 	 0.02 	 10 	 	 25	0.016	2443.15	18
 20 	 0.2 	 0.02 	 10 	 	 26	0.016	5111.21	18
 20 	 0.2 	 0.02 	 10 	 	 27	0.015	3676.41	18
 20 	 0.2 	 0.02 	 10 	 	 28	0.032	5464.82	20
 20 	 0.2 	 0.02 	 10 	 	 29	0.015	2937.82	12
 20 	 0.2 	 0.02 	 10 	 	 30	0.016	3634.39	14
 20 	 0.2 	 0.02 	 10 	 	 31	0.016	4883.4	19
 20 	 0.2 	 0.02 	 10 	 	 32	0.031	5133.92	20
 20 	 0.2 	 0.02 	 10 	 	 33	0	1882.31	10
 20 	 0.2 	 0.02 	 10 	 	 34	0.016	3878.69	17
 20 	 0.2 	 0.02 	 10 	 	 35	0	3084.65	15
 20 	 0.2 	 0.02 	 10 	 	 36	0.015	2679.32	14
 20 	 0.2 	 0.02 	 10 	 	 37	0.016	3501.52	17
 20 	 0.2 	 0.02 	 10 	 	 38	0.015	3485.72	14
 20 	 0.2 	 0.02 	 10 	 	 39	0.016	4545.91	18
 20 	 0.2 	 0.02 	 10 	 	 40	0.016	3297.04	14
 20 	 0.2 	 0.02 	 10 	 	 41	0	2945.01	14
 20 	 0.2 	 0.02 	 10 	 	 42	0.015	2650.34	17
 20 	 0.2 	 0.02 	 10 	 	 43	0.016	4346.58	15
 20 	 0.2 	 0.02 	 10 	 	 44	0.016	4381.76	20
 20 	 0.2 	 0.02 	 10 	 	 45	0.015	4054.35	17
 20 	 0.2 	 0.02 	 10 	 	 46	0.016	4714.17	18
 20 	 0.2 	 0.02 	 10 	 	 47	0.015	2751.06	19
 20 	 0.2 	 0.02 	 10 	 	 48	0.016	4064.2	19
 20 	 0.2 	 0.02 	 10 	 	 49	0.016	3350.01	17
wart srednie: 0.71808	189662	828	

-----------------------
 20 	 0.2 	 0.02 	 20 	 	 0	0.406	7662.04	40
 20 	 0.2 	 0.02 	 20 	 	 1	0.14	6275.22	35
 20 	 0.2 	 0.02 	 20 	 	 2	0.406	8279.95	35
 20 	 0.2 	 0.02 	 20 	 	 3	0.125	10541.5	32
 20 	 0.2 	 0.02 	 20 	 	 4	0.032	4701.89	24
 20 	 0.2 	 0.02 	 20 	 	 5	0.094	4398.67	31
 20 	 0.2 	 0.02 	 20 	 	 6	0.437	12469.4	45
 20 	 0.2 	 0.02 	 20 	 	 7	0.141	6240.99	34
 20 	 0.2 	 0.02 	 20 	 	 8	0.14	6063.53	34
 20 	 0.2 	 0.02 	 20 	 	 9	0.141	7786.89	24
 20 	 0.2 	 0.02 	 20 	 	 10	0.109	4453.5	31
 20 	 0.2 	 0.02 	 20 	 	 11	0.032	4247.16	26
 20 	 0.2 	 0.02 	 20 	 	 12	0.047	5713.99	25
 20 	 0.2 	 0.02 	 20 	 	 13	0.484	8940.17	44
 20 	 0.2 	 0.02 	 20 	 	 14	0.109	7144.58	24
 20 	 0.2 	 0.02 	 20 	 	 15	0.5	10623.4	44
 20 	 0.2 	 0.02 	 20 	 	 16	0.375	8243.33	37
 20 	 0.2 	 0.02 	 20 	 	 17	0.141	7890.67	32
 20 	 0.2 	 0.02 	 20 	 	 18	0.094	6457.96	15
 20 	 0.2 	 0.02 	 20 	 	 19	0.016	3258.19	18
 20 	 0.2 	 0.02 	 20 	 	 20	0.109	7327.86	33
 20 	 0.2 	 0.02 	 20 	 	 21	0.281	7201.16	34
 20 	 0.2 	 0.02 	 20 	 	 22	0.312	7413.14	37
 20 	 0.2 	 0.02 	 20 	 	 23	0.094	6704.6	33
 20 	 0.2 	 0.02 	 20 	 	 24	0.406	6938.58	38
 20 	 0.2 	 0.02 	 20 	 	 25	0.219	6807.96	30
 20 	 0.2 	 0.02 	 20 	 	 26	0.125	4800.17	31
 20 	 0.2 	 0.02 	 20 	 	 27	0.453	10186.3	35
 20 	 0.2 	 0.02 	 20 	 	 28	0.079	4120.63	17
 20 	 0.2 	 0.02 	 20 	 	 29	0.39	8039.61	35
 20 	 0.2 	 0.02 	 20 	 	 30	0.172	5990.97	32
 20 	 0.2 	 0.02 	 20 	 	 31	0.563	10597	40
 20 	 0.2 	 0.02 	 20 	 	 32	0.359	7576.71	38
 20 	 0.2 	 0.02 	 20 	 	 33	0.437	10257.7	41
 20 	 0.2 	 0.02 	 20 	 	 34	0.157	6694.48	32
 20 	 0.2 	 0.02 	 20 	 	 35	0.078	7295	32
 20 	 0.2 	 0.02 	 20 	 	 36	0.344	7144.83	38
 20 	 0.2 	 0.02 	 20 	 	 37	0.125	8667.83	32
 20 	 0.2 	 0.02 	 20 	 	 38	0.547	10944.7	41
 20 	 0.2 	 0.02 	 20 	 	 39	0.125	5463.39	34
 20 	 0.2 	 0.02 	 20 	 	 40	0.5	6704.8	38
 20 	 0.2 	 0.02 	 20 	 	 41	0.172	9948.85	32
 20 	 0.2 	 0.02 	 20 	 	 42	0.063	5009.81	28
 20 	 0.2 	 0.02 	 20 	 	 43	0.203	7026	26
 20 	 0.2 	 0.02 	 20 	 	 44	0.141	6473.28	32
 20 	 0.2 	 0.02 	 20 	 	 45	0.156	8937.66	31
 20 	 0.2 	 0.02 	 20 	 	 46	0.125	6616.58	23
 20 	 0.2 	 0.02 	 20 	 	 47	0.375	11737.1	37
 20 	 0.2 	 0.02 	 20 	 	 48	0.5	10020.7	42
 20 	 0.2 	 0.02 	 20 	 	 49	0.109	7491.45	33
wart srednie: 11.9218	378934	1667	

-----------------------
 20 	 0.2 	 0.02 	 30 	 	 0	0.625	12079.6	45
 20 	 0.2 	 0.02 	 30 	 	 1	0.625	11362	51
 20 	 0.2 	 0.02 	 30 	 	 2	0.593	9350.15	43
 20 	 0.2 	 0.02 	 30 	 	 3	1	16101.3	56
 20 	 0.2 	 0.02 	 30 	 	 4	0.875	13316.3	54
 20 	 0.2 	 0.02 	 30 	 	 5	0.953	13396	61
 20 	 0.2 	 0.02 	 30 	 	 6	1.063	15574.6	59
 20 	 0.2 	 0.02 	 30 	 	 7	0.656	12488.7	52
 20 	 0.2 	 0.02 	 30 	 	 8	0.656	11149.9	43
 20 	 0.2 	 0.02 	 30 	 	 9	0.641	11733.2	51
 20 	 0.2 	 0.02 	 30 	 	 10	0.422	11144.9	37
 20 	 0.2 	 0.02 	 30 	 	 11	0.75	13687.1	54
